iter	Logloss
250	0.2602859738
251	0.2596578725
252	0.2593156465
253	0.2586158959
254	0.2581477964
255	0.2577957811
256	0.2572261476
257	0.2568099728
258	0.2563066146
259	0.2558849097
260	0.2551721215
261	0.2548873996
262	0.2544710738
263	0.2540519937
264	0.2536700327
265	0.2532420526
266	0.2527063851
267	0.252287797
268	0.2516639533
269	0.2511936935
270	0.2509788252
271	0.2505306825
272	0.2501786095
273	0.2498449265
274	0.2495371977
275	0.2492722699
276	0.2491301398
277	0.2487594976
278	0.2483818842
279	0.2480977678
280	0.2477023549
281	0.2472708041
282	0.2468664134
283	0.2465189514
284	0.2462350051
285	0.2458572968
286	0.2456013492
287	0.2453112177
288	0.2449832287
289	0.2447163558
290	0.2443470904
291	0.2438569021
292	0.2435957088
293	0.2431325459
294	0.2426724916
295	0.2423731832
296	0.2419507893
297	0.2416925878
298	0.2413109992
299	0.2409725536
300	0.2405507467
301	0.2401786168
302	0.2399040758
303	0.2396419277
304	0.2394027889
305	0.2389869017
306	0.2387699375
307	0.2382618024
308	0.2378935841
309	0.2375280344
310	0.2372053481
311	0.2369017096
312	0.2365510515
313	0.2362211185
314	0.2359583691
315	0.2355945468
316	0.2352171119
317	0.234747419
318	0.2344891121
319	0.2340205781
320	0.2337682375
321	0.2335005561
322	0.2331259078
323	0.2328012294
324	0.2324558949
325	0.232068081
326	0.2317165337
327	0.2312252514
328	0.2308529407
329	0.2305684486
330	0.2300670122
331	0.2295585975
332	0.2289941808
333	0.2284685423
334	0.2281229671
335	0.2279701377
336	0.2276657975
337	0.2274030341
338	0.2269379075
339	0.2267434694
340	0.2264497374
341	0.2262012736
342	0.2258128904
343	0.2254420801
344	0.225123223
345	0.2246167012
346	0.224059413
347	0.2238356663
348	0.2234063204
349	0.2230333929
350	0.2227958279
351	0.2224973651
352	0.2221413878
353	0.2216548419
354	0.221448192
355	0.2211342557
356	0.2207092369
357	0.220445135
358	0.2202942242
359	0.2197342938
360	0.2195495182
361	0.2190178716
362	0.2185368343
363	0.2182815234
364	0.218086552
365	0.2177072598
366	0.2172025036
367	0.216950459
368	0.2165184295
369	0.2163147721
370	0.2160718124
371	0.2158888446
372	0.2157902764
373	0.2154969734
374	0.2152209199
375	0.2149011445
376	0.2145928489
377	0.2144205484
378	0.2140473109
379	0.213583559
380	0.2132209569
381	0.212700571
382	0.2123752852
383	0.2122471356
384	0.2119711949
385	0.2115968001
386	0.2112938217
387	0.2110410478
388	0.2108150624
389	0.210538851
390	0.2103406706
391	0.2098124774
392	0.2096158216
393	0.2094234345
394	0.2091302459
395	0.2087389904
396	0.2085217053
397	0.2082595225
398	0.2078356817
399	0.2076240904
400	0.2072093746
401	0.2068978801
402	0.206683303
403	0.2064039128
404	0.2057957836
405	0.2056934723
406	0.2054874193
407	0.2053159964
408	0.2050369399
409	0.2047318563
410	0.2043102034
411	0.2039099656
412	0.2036700204
413	0.203520619
414	0.203173124
415	0.2028915838
416	0.2025159833
417	0.2022743573
418	0.2021565577
419	0.2018622797
420	0.2015356666
421	0.201173043
422	0.2005715791
423	0.200327908
424	0.2001577286
425	0.1997979564
426	0.1995991578
427	0.1994064338
428	0.1990540271
429	0.1986880967
430	0.1984551446
431	0.1982060347
432	0.197883294
433	0.1976459374
434	0.1973769189
435	0.1970826206
436	0.1967156908
437	0.1963682755
438	0.1961357287
439	0.1958886866
440	0.1955831477
441	0.1953336886
442	0.1950310771
443	0.1947040479
444	0.1944325769
445	0.1941098594
446	0.1938239343
447	0.1936489841
448	0.1934265146
449	0.1932775951
450	0.1931188812
451	0.1929250788
452	0.192728518
453	0.1924404652
454	0.192228222
455	0.1920107458
456	0.1917853061
457	0.191208934
458	0.1910491049
459	0.1908202448
460	0.1906573008
461	0.1904831286
462	0.1903585089
463	0.1901171179
464	0.1899144908
465	0.1896882926
466	0.1894558509
467	0.1889903767
468	0.1887779323
469	0.1886120677
470	0.1883746908
471	0.188201508
472	0.1878611658
473	0.187668256
474	0.1873869938
475	0.187234753
476	0.1871289233
477	0.1868597938
478	0.1865546353
479	0.1862692475
480	0.1860846802
481	0.1859452809
482	0.1856904848
483	0.1854688589
484	0.1851009623
485	0.1849322476
486	0.1846744095
487	0.184557536
488	0.18433494
489	0.1841039685
490	0.1837931838
491	0.1836105281
492	0.1832779904
493	0.1829528247
494	0.1828014815
495	0.1824340093
496	0.1822926588
497	0.1821564613
498	0.1820683057
499	0.181933616
500	0.1815165763
501	0.1813594172
502	0.1810560817
503	0.1808162957
504	0.1806306934
505	0.1804914388
506	0.1803416869
507	0.1801351758
508	0.1800143531
509	0.1798982745
510	0.1798280213
511	0.1796803694
512	0.1795454892
513	0.1792928119
514	0.1790331564
515	0.1788878116
516	0.1787075387
517	0.1783424413
518	0.1781820306
519	0.1779939293
520	0.1778261817
521	0.1776199192
522	0.1774365237
523	0.1772317263
524	0.1770567899
525	0.1769039226
526	0.1766762208
527	0.17647577
528	0.176045243
529	0.1758838024
530	0.1753537583
531	0.1751737629
532	0.1750193803
533	0.174864821
534	0.1743871746
535	0.173985254
536	0.1738679022
537	0.1737394571
538	0.1736040552
539	0.1734181432
540	0.1732774017
541	0.172960176
542	0.1727426325
543	0.1724266093
544	0.172155779
545	0.1716637876
546	0.1715721923
547	0.1714660737
548	0.171174112
549	0.1709551022
550	0.1708231791
551	0.1707138604
552	0.1702458498
553	0.1698928422
554	0.1697067967
555	0.1694392764
556	0.1692288855
557	0.1691052453
558	0.1688777834
559	0.1686636463
560	0.1684813032
561	0.1683456451
562	0.1682005689
563	0.1679732407
564	0.1677967878
565	0.1675356475
566	0.1672212247
567	0.1670444147
568	0.1668046842
569	0.1666867525
570	0.1663356334
571	0.1660851249
572	0.1659921875
573	0.1658910044
574	0.1658049876
575	0.1656172394
576	0.165027611
577	0.1646684374
578	0.1645358571
579	0.1644575552
580	0.1642801008
581	0.1640115532
582	0.163801699
583	0.1636743163
584	0.1632278752
585	0.1630850238
586	0.1629607758
587	0.1626701563
588	0.1624376306
589	0.1623352424
590	0.1622536984
591	0.1619468519
592	0.1618166076
593	0.1616624873
594	0.1615701776
595	0.1613137517
596	0.1610487031
597	0.1609464831
598	0.1607188972
599	0.1602924893
600	0.1601917811
601	0.160083431
602	0.1598844892
603	0.1595617296
604	0.1594632397
605	0.1591506322
606	0.158896021
607	0.1587202664
608	0.158400764
609	0.1582116375
610	0.1577833643
611	0.1576597331
612	0.1574294844
613	0.1573914292
614	0.1570712446
615	0.1569812077
616	0.1566063417
617	0.1561408813
618	0.1559255919
619	0.1558188694
620	0.1555952177
621	0.1553393202
622	0.1550328398
623	0.1548143096
624	0.154627817
625	0.1541945623
626	0.1539990041
627	0.1537632776
628	0.1532944425
629	0.1531861472
630	0.1528205268
631	0.1526279022
632	0.1522766296
633	0.1521811456
634	0.1519235082
635	0.1515858968
636	0.1513466073
637	0.1510551816
638	0.1508794074
639	0.1508108317
640	0.1507414029
641	0.1505896226
642	0.150175695
643	0.1501260502
644	0.1498598155
645	0.1497944712
646	0.1496730576
647	0.1492683659
648	0.148928984
649	0.1487170372
650	0.1483230981
651	0.1479599354
652	0.1476815275
653	0.1473560284
654	0.1470206181
655	0.1469824449
656	0.1467726894
657	0.1464962993
658	0.1462207027
659	0.1461049232
660	0.1458117268
661	0.1455682732
662	0.1454927671
663	0.145281846
664	0.1450005675
665	0.1448714885
666	0.1448219874
667	0.1445498872
668	0.1442130159
669	0.1441079629
670	0.14396403
671	0.1436341493
672	0.1433646269
673	0.14327845
674	0.1431480716
675	0.1428302837
676	0.1426869332
677	0.1426250782
678	0.1423113183
679	0.1419885945
680	0.1416380256
681	0.1413442777
682	0.1412831738
683	0.1409517582
684	0.1405978712
685	0.1403606695
686	0.140264159
687	0.1401491712
688	0.1398453744
689	0.1395795348
690	0.1391847192
691	0.1390612742
692	0.1388943589
693	0.1388308237
694	0.1387706751
695	0.1385319591
696	0.1382450859
697	0.1379471776
698	0.1377001145
699	0.1375129851
700	0.1372937619
701	0.1370884585
702	0.1368605942
703	0.1366066468
704	0.1364233732
705	0.1361907844
706	0.1360972463
707	0.1358361042
708	0.1357671508
709	0.1354625092
710	0.1352800476
711	0.1350312743
712	0.1349263761
713	0.1346578882
714	0.1346237446
715	0.1344236145
716	0.1342213213
717	0.133936025
718	0.1338552946
719	0.1335980858
720	0.1331086249
721	0.1328397589
722	0.1328041035
723	0.1326761836
724	0.1325935366
725	0.1325338867
726	0.1324032542
727	0.1323478601
728	0.1319299698
729	0.131774528
730	0.1314468654
731	0.1312657855
732	0.1312182533
733	0.1310096854
734	0.1307138592
735	0.1304521338
736	0.1302295055
737	0.1299135735
738	0.129620761
739	0.1295555746
740	0.1292598043
741	0.1292272623
742	0.1291759498
743	0.1290065971
744	0.1286864652
745	0.1284019235
746	0.1283710877
747	0.128088447
748	0.1277877995
749	0.127634992
750	0.1273830943
751	0.1273545425
752	0.1269568925
753	0.126848792
754	0.126534877
755	0.1262624554
756	0.1261197773
757	0.1258690019
758	0.1255478334
759	0.1254171535
760	0.1251447584
761	0.1251158916
762	0.124874121
763	0.1248152353
764	0.1247864472
765	0.1245774321
766	0.1244958616
767	0.124267724
768	0.1241824259
769	0.1239131431
770	0.1235379495
771	0.1234887085
772	0.1231816503
773	0.1228507487
774	0.122690756
775	0.1226535018
776	0.1224755125
777	0.12236177
778	0.1220418418
779	0.1217648674
780	0.1215376725
781	0.1214104772
782	0.1213183175
783	0.1212298691
784	0.1212050714
785	0.121118198
786	0.1210608087
787	0.1209025354
788	0.1208261365
789	0.1207767696
790	0.1207459339
791	0.12070654
792	0.1205107945
793	0.1202742877
794	0.1200035973
795	0.1199598717
796	0.119685699
797	0.1195110986
798	0.1192997213
799	0.1190406568
800	0.1189398668
801	0.1188854964
802	0.1186836837
803	0.1183839273
804	0.1181152172
805	0.1179343597
806	0.1178316702
807	0.1178069906
808	0.1177423158
809	0.1175661484
810	0.1172102415
811	0.1169157371
812	0.116760665
813	0.1165032525
814	0.1161739588
815	0.1159984725
816	0.1158531512
817	0.1157286727
818	0.1156077645
819	0.1154413466
820	0.115394379
821	0.1151135782
822	0.1148813609
823	0.114568489
824	0.1143807745
825	0.1142644692
826	0.1138871717
827	0.1136844599
828	0.1136456567
829	0.1134214333
830	0.1133983442
831	0.1132083943
832	0.1129767181
833	0.1128454025
834	0.1128227205
835	0.1126945864
836	0.1125611062
837	0.1123595691
838	0.1122292662
839	0.1120689078
840	0.1120453834
841	0.1118638965
842	0.111704083
843	0.1115264849
844	0.1113475507
845	0.1111142687
846	0.1108565569
847	0.1106140399
848	0.1104935329
849	0.1104002144
850	0.1103767972
851	0.1102832799
852	0.110095147
853	0.1099904914
854	0.1097548364
855	0.1095828069
856	0.109517467
857	0.1093298027
858	0.1092416825
859	0.1091686999
860	0.1089278608
861	0.108885415
862	0.108801062
863	0.1086639894
864	0.1085131846
865	0.1082766957
866	0.108057776
867	0.107870443
868	0.1076052235
869	0.10740247
870	0.1071040226
871	0.1070339377
872	0.1067920392
873	0.1066676696
874	0.1065262382
875	0.1063340248
876	0.1062770288
877	0.1060279493
878	0.1057420833
879	0.1055356335
880	0.1054879313
881	0.1054288448
882	0.105350563
883	0.1052277211
884	0.1051876447
885	0.1050613194
886	0.104948676
887	0.104778917
888	0.1046611452
889	0.104445219
890	0.1044042763
891	0.1041241965
892	0.1039910214
893	0.1039301925
894	0.1038811514
895	0.103674991
896	0.1036538358
897	0.103387591
898	0.1032856889
899	0.1032477849
900	0.1030534973
901	0.1028802927
902	0.1027187235
903	0.1025432831
904	0.1024605314
905	0.1023278923
906	0.1021739804
907	0.1020151444
908	0.1019946127
909	0.1019307888
910	0.1017199759
911	0.1013711849
912	0.1012318348
913	0.1010579867
914	0.1008821342
915	0.1006900469
916	0.1005134225
917	0.1003308397
918	0.1003099602
919	0.1001066712
920	0.1000537574
921	0.09992895128
922	0.09988111759
923	0.09983661765
924	0.09981723015
925	0.09963660198
926	0.09960482112
927	0.09951301916
928	0.09936592486
929	0.09925903084
930	0.09911234128
931	0.0990920984
932	0.09891432818
933	0.0987360157
934	0.09854157038
935	0.09841582671
936	0.09828739356
937	0.09825304011
938	0.09817427268
939	0.09815574491
940	0.09795711068
941	0.0978962961
942	0.09787780129
943	0.0978092551
944	0.09757460664
945	0.09750828165
946	0.09740700999
947	0.09722247127
948	0.09715212444
949	0.09695554198
950	0.09676238863
951	0.09653704871
952	0.09635253899
953	0.09615699695
954	0.09612459925
955	0.09610651128
956	0.09607428428
957	0.09596450398
958	0.09580514576
959	0.0956135256
960	0.09553543393
961	0.09544638506
962	0.09515844313
963	0.09495120758
964	0.09481593933
965	0.0945923079
966	0.09457455243
967	0.09442040282
968	0.0942453868
969	0.09421116061
970	0.09408542589
971	0.09406867668
972	0.09394101037
973	0.09379134625
974	0.09375551221
975	0.09360312606
976	0.09355083594
977	0.09341186407
978	0.09324510683
979	0.09313844036
980	0.09298632919
981	0.09295548261
982	0.09280287944
983	0.09268929157
984	0.09259450348
985	0.09252244328
986	0.09235744155
987	0.09230212585
988	0.09208203472
989	0.09185486308
990	0.09179831632
991	0.09175042999
992	0.09159731543
993	0.09142470454
994	0.09140798822
995	0.09131809308
996	0.09114461921
997	0.09111462353
998	0.09102698275
999	0.0908290652
